"date"	"max_temp"	"min_temp"	"mean_temp"	"rel_humidity_pct"	"wind_speed"	"rain"
2001-01-01	7	-1.1	3.3	82.7	1.6	0
2001-01-02	10.6	3.8	7.6	91.1	15.8	3
2001-01-03	10.4	6.5	8.2	79.9	21.1	0
2001-01-04	9.5	6	7.8	83.4	19.7	0.5
2001-01-05	11.5	6.7	9.3	83.6	14.4	1
2001-01-06	14.1	5.4	10.6	93.4	14.8	11.4
2001-01-07	12.9	3.8	8.2	75.6	9	4
2001-01-08	8.1	0.9	4.6	72.7	5.6	0
2001-01-09	7.5	-2.6	2.4	78.7	5.8	0
2001-01-10	3.9	-1.7	1.7	94.6	5.1	0.9
2001-01-11	10.8	3.5	7.3	95.8	8.6	4.5
2001-01-12	10.7	5.4	8.2	92.2	12.5	12
2001-01-13	9.5	5.4	6.9	91	6.5	7
2001-01-14	12.5	0.7	6.5	79.2	4.2	0
2001-01-15	11.3	1	6.1	81	4.9	0
2001-01-16	7	1.2	4.3	89.6	7.4	0
2001-01-17	8	4.3	5.8	89.4	7.6	2.9
2001-01-18	8.4	3.1	5.6	84.6	7.9	0
2001-01-19	9.4	4.3	6.2	89.9	10.2	5.2
2001-01-20	10.5	0.7	5.4	77.4	9.3	0
2001-01-21	10.3	-1	4	79.1	3.9	0
2001-01-22	10.2	-2	3.4	85	4.4	0
2001-01-23	8.3	-1.7	3.8	91.6	9	0
2001-01-24	12.5	7.2	10.1	91	20.6	5
2001-01-25	11.7	8.8	10.6	80.7	25	5
2001-01-26	8.9	4.6	6.7	75.8	21.5	1.1
2001-01-27	10.5	1.6	6	89.6	23.6	9
2001-01-28	11.6	6.1	9.1	85.5	10	4
2001-01-29	9.9	4.9	7.2	63.1	27.3	0.6
2001-01-30	10.7	2.6	5.8	58.6	23.2	0
2001-01-31	11	-0.8	4.3	64.6	4.6	0
2001-02-01	15.1	-1.6	7.2	74.6	4.9	0
2001-02-02	14.6	5.4	10.5	61.9	18.1	0
2001-02-03	13	-0.3	6.5	78.5	7.6	0
2001-02-04	12.9	-0.7	5.7	82.7	4.9	0
2001-02-05	11.7	2.8	7.2	84.2	14.8	0
2001-02-06	10.4	6.4	8.3	89.2	10.7	0
2001-02-07	12.4	8.7	10.2	75	19.2	0
2001-02-08	10.4	6.6	8	83.2	20.2	20
2001-02-09	9.3	5.5	6.6	75.2	17.8	11
2001-02-10	10.1	-0.6	6.2	73.6	10.7	0
2001-02-11	14	6.7	9.5	85.7	5.3	0
2001-02-12	17.3	5.2	9.9	82.4	4.6	0
2001-02-13	17.3	2.1	9.2	81.3	4.2	0
2001-02-14	17.5	2.3	9	74.4	5.3	0
2001-02-15	9.7	2.6	6.2	72.4	11.1	0
2001-02-16	12.9	4.6	7.1	75.2	13.2	0
2001-02-17	14.7	2.3	7.9	58	8.3	0
2001-02-18	16	-1.2	6.9	61	6.3	0
2001-02-19	10.9	-2.1	3.3	67.2	11.6	0
2001-02-20	11.5	0.7	5.8	64.6	8.3	0
2001-02-21	14.7	-1.2	5.7	62.5	4.6	0
2001-02-22	16.8	-3.1	6.6	53.4	4.1	0
2001-02-23	17.2	-2.1	6.7	63.1	4.2	0
2001-02-24	15	-0.6	6.8	74.8	8.1	0
2001-02-25	13.3	4.9	7.9	59.6	11.4	0
2001-02-26	9.7	0.1	5	46.9	17.8	0
2001-02-27	8.6	-4.3	2.9	52.3	10.9	0
2001-02-28	7.7	1.8	5.1	51	21.8	0
2001-03-01	8.2	1.8	4.7	44.6	22.9	0
2001-03-02	6.4	3.5	4.4	88.2	9.3	0
2001-03-03	14.3	3.7	10.3	88.8	27.8	5.85
2001-03-04	14.3	8.8	11.2	82	26.2	11.7
2001-03-05	13.4	9.2	11	90.5	16.3	11.7
2001-03-06	15.1	10	12.5	84.9	10.4	1
2001-03-07	21	11.6	15	80.4	13	2
2001-03-08	14.4	9.9	12.5	88	10.9	20
2001-03-09	13.1	8.1	10.1	79.4	26.2	1
2001-03-10	13.7	10	11.8	82.8	26.4	0
2001-03-11	18.4	11.7	14.6	84.4	24.8	0
2001-03-12	19	11.6	14.7	81	7.9	0
2001-03-13	15.5	5.4	11.1	75.7	13.7	1
2001-03-14	14.5	1.2	7.9	63	5.8	0
2001-03-15	16.1	0.3	8.3	68.8	2.5	0
2001-03-16	19.7	1.8	11	58.6	5.8	0
2001-03-17	14	4.8	10	70.9	16.2	1
2001-03-18	12.2	5.9	9.2	63.8	14.1	0
2001-03-19	14.5	4.4	9.8	80.2	13.9	0
2001-03-20	14.7	6.7	11	81.3	11.4	0
2001-03-21	18.1	6.1	12.8	75.3	12.3	0
2001-03-22	18.1	12	14.6	72.4	20.8	0
2001-03-23	21.6	12.5	15.8	68.5	11.4	0
2001-03-24	24.3	6.2	15.2	61.6	5.3	0
2001-03-25	16.4	8.8	13.2	58.7	27.1	0.5
2001-03-26	14	6.4	9.6	73.5	17.8	0.2
2001-03-27	12.9	5.4	8.6	84.2	10.7	5.4
2001-03-28	14.5	2.7	9.2	71.2	8.8	0
2001-03-29	15.6	3.9	10.7	63.8	11.4	0
2001-03-30	14.6	7.9	11.3	58.5	29.4	0
2001-03-31	17.9	9.6	13.6	62.2	16.2	0
2001-04-01	21.4	8.3	15.3	57.3	9	0
2001-04-02	21.3	6.2	14.6	51.2	6.5	0
2001-04-03	18.6	4.4	12.4	61	10.4	0
2001-04-04	17.2	5.7	12	61.7	10.7	0
2001-04-05	18.7	3.1	12.1	67.7	11.6	0
2001-04-06	19.7	10.3	14.5	70.6	7.1	0
2001-04-07	21.3	5.9	14.1	65.8	12.2	0
2001-04-08	15	9.4	11.9	44.6	31.5	0
2001-04-09	17.5	4.8	11.5	47.5	10.7	0
2001-04-10	22.1	6.2	13.5	42.3	6.4	0
2001-04-11	22.6	5.1	13.9	50.6	10.2	0
2001-04-12	17.6	6.6	12	44.7	17.2	0
2001-04-13	20.1	2	11.4	41.9	11.1	0
2001-04-14	19.3	4.5	11.8	38.5	18.3	0
2001-04-15	20	5.6	12.1	39.2	17	0
2001-04-16	22.3	1.6	12.7	39.1	6.7	0
2001-04-17	23.5	4	14.7	47.5	8.6	0
2001-04-18	21.2	7	13.2	62	9.7	5.4
2001-04-19	15.6	8.1	11.1	74.9	6.3	3
2001-04-20	18	2.6	10.6	64.7	10.4	0.5
2001-04-21	15.1	1.9	7.7	47.4	14.4	0
2001-04-22	14.8	1.7	8.3	43.6	8.1	0
2001-04-23	19.5	1.3	11.4	61.5	17.1	0
2001-04-24	20.4	11	15.3	64.2	22	0
2001-04-25	18.7	9.7	14.4	64.1	20.4	0
2001-04-26	17.2	8.3	12.4	40.4	13	0
2001-04-27	20.5	2.4	13.2	49.1	7.4	0
2001-04-28	19.2	5.1	12.9	49.7	9.5	0
2001-04-29	21.6	2.8	13.8	51	7.2	0
2001-04-30	18.4	5.9	11.7	60.7	9	4
2001-05-01	11.9	3.1	7.6	50	7.2	0
2001-05-02	11.3	3.5	6.3	78.3	11.8	3.4
2001-05-03	11.8	1.6	6.7	76.7	6.9	0
2001-05-04	14.2	4.9	8.5	66.6	8.3	0
2001-05-05	14.3	2	8.8	73.3	6	0
2001-05-06	15.4	4.2	10	54.2	12	0
2001-05-07	17.2	1.2	10.1	53.9	8.6	0
2001-05-08	18.5	2	11.2	53.8	5.8	0
2001-05-09	19.6	7.3	12.9	66.6	11.6	5
2001-05-10	16.4	8.8	11.3	76.1	6.9	11
2001-05-11	17.2	7.6	11.8	79.2	5.6	1
2001-05-12	21	6.1	14.6	63.7	5.1	0
2001-05-13	22.1	6.7	15.9	59.2	11.8	0
2001-05-14	18.1	10.3	14.4	57.3	12.3	0
2001-05-15	14.9	10.8	12.8	71.1	10.4	1.2
2001-05-16	19.2	11.2	14.6	70.9	13.7	0.6
2001-05-17	23	9.5	16.8	61.5	12	0
2001-05-18	24.4	8.6	18.1	61	8.1	0
2001-05-19	25.7	15	18.7	64.1	10.9	0
2001-05-20	19.8	12	15.8	78.7	3.7	2.2
2001-05-21	22.4	12.5	16.6	70.7	4.9	0.1
2001-05-22	23.4	11.4	16.9	67	10.6	0.1
2001-05-23	23.6	10.8	16.7	64.1	7.4	0
2001-05-24	26.1	9.6	18.5	49.9	4.8	0
2001-05-25	26.8	10.8	19.2	52.8	6	0
2001-05-26	29.7	9.4	20.4	47.8	6	0
2001-05-27	31.1	12.5	23.1	37.8	6.5	0
2001-05-28	30.6	13.6	23	42.1	5.6	0
2001-05-29	33.7	13	23.9	40.5	5.6	0
2001-05-30	33.3	14.1	25.4	35.3	6.7	0
2001-05-31	33.9	14.2	24.9	37.7	5.3	0
2001-06-01	34.4	15.4	25.7	34.9	6.7	0
2001-06-02	32.5	18.6	25.1	33.8	7.9	0
2001-06-03	33.1	15	24.3	38.2	8.3	0
2001-06-04	33.1	12.6	24.4	30.7	10.9	0
2001-06-05	31.2	12.7	23.7	26.4	10.9	0
2001-06-06	31.6	10.6	22.8	28.6	11.6	0
2001-06-07	29.4	15.3	22.5	29.3	8.3	0
2001-06-08	31.7	11.9	23.5	32.1	7.9	0
2001-06-09	31.2	11.9	24.2	27.4	17.4	0
2001-06-10	23.6	14.1	18.8	63.7	13.4	0.4
2001-06-11	22.9	12.3	17.1	61.5	12.2	0
2001-06-12	26.2	8.9	17.3	37.2	8.3	0
2001-06-13	27.5	10.2	19.8	46.9	6.7	0
2001-06-14	30	10.7	21.9	40.9	9.7	0
2001-06-15	32.2	13	24.6	33.6	11.6	0
2001-06-16	28.6	14.7	22.5	31.7	19.7	0
2001-06-17	24.4	10.7	18.7	35.2	11.6	0
2001-06-18	26.3	11	19.4	33	9.3	0
2001-06-19	28.5	10.3	19.7	27.8	12.5	0
2001-06-20	31.9	10.4	22.1	26.7	4.4	0
2001-06-21	34.7	12.3	24.9	27.9	7.2	0
2001-06-22	37	14	26.6	21.4	6.9	0
2001-06-23	37	17.3	27.9	25.6	7.2	0
2001-06-24	36.4	15.5	27.6	25.1	10.2	0
2001-06-25	38	15.8	28.1	20	10.4	0
2001-06-26	35.6	17.1	28.6	24.6	9	0
2001-06-27	33.1	15.8	25.7	25.5	12.3	0
2001-06-28	30.7	15.6	22.1	34.8	7.6	0
2001-06-29	29.6	13.2	22.3	34.6	7.6	0
2001-06-30	32.5	13.2	24.9	27.3	5.8	0
2001-07-01	35.1	15.6	26.8	25.3	4.9	0
2001-07-02	36.1	17.5	28	24.6	5.8	0
2001-07-03	36.4	19.2	27.5	28.3	10.2	0
2001-07-04	33.9	18.2	26.9	29.3	5.8	0
2001-07-05	26.8	16.3	22.9	36.3	14.8	0
2001-07-06	24.6	11.3	19	39.1	13	0
2001-07-07	23.5	14.1	18.5	49.3	15.3	0.4
2001-07-08	27.5	9.7	20	43.3	7.1	0
2001-07-09	28.5	12.8	22.3	36.5	12	0
2001-07-10	26.4	15.6	20.7	57.2	8.1	5
2001-07-11	31.1	12.9	23.4	44.1	6.3	0
2001-07-12	34.9	15.6	25.9	31.8	6.5	0
2001-07-13	34.8	16.4	26.4	30.3	8.1	0
2001-07-14	33.2	17	26.1	27.6	9	0
2001-07-15	28.8	17.1	22.9	43.2	12.3	0
2001-07-16	25.2	13.6	19.9	43.7	9.7	0
2001-07-17	28.2	15.6	21.7	32.4	8.1	0
2001-07-18	30.7	13.1	23	34.9	14.1	0
2001-07-19	25.3	14.7	20.4	34.9	14.4	0
2001-07-20	23.1	10.5	16.9	38.9	12.4	0
2001-07-21	28.4	12.5	20	30.7	4.9	0
2001-07-22	32.4	11.8	23.3	26.8	4.2	0
2001-07-23	35	14.7	26.2	25.5	7.6	0
2001-07-24	35.8	16.6	27.9	22.8	10.3	0
2001-07-25	32.3	16.2	26	26.2	11.8	0
2001-07-26	33.4	13.9	25	32.9	6.5	0
2001-07-27	33.4	16.2	26.4	30.4	12.5	0
2001-07-28	31.7	14.9	24.9	30.9	8.1	0
2001-07-29	32.3	15.5	24.6	34.6	10.6	0
2001-07-30	32.5	17.3	25.2	41.1	10.9	0
2001-07-31	32	18.5	25.8	35.3	5.6	0
2001-08-01	36.7	20.8	29.5	27.8	16.7	0
2001-08-02	32	22.6	27.9	28.1	11.4	0
2001-08-03	29.3	19.2	24.2	43.9	14.4	0
2001-08-04	30.2	18.6	23.6	36.2	7.7	0
2001-08-05	30.8	15.8	24.2	31.1	10	0
2001-08-06	32.4	16.2	25	33	7.2	0
2001-08-07	35	14.8	26.8	26.3	5.1	0
2001-08-08	35.8	16.9	27.1	28.9	10.4	0
2001-08-09	32.1	17.2	25.5	31.1	8.3	0
2001-08-10	32.3	17.8	25.8	32.5	9.3	0
2001-08-11	30.7	16.7	23.6	46.2	9.3	0
2001-08-12	33.8	17.55	25.05	36.4	8.3	0
2001-08-13	34.6	18.4	26.5	46.5	8.2	0
2001-08-14	34.8	20.5	26.8	42.8	7.6	0
2001-08-15	33.1	17.6	25.6	45.1	6.5	0
2001-08-16	31.2	17.5	25	52.4	8.3	0
2001-08-17	29.3	17.4	24.4	36.2	10.4	0
2001-08-18	29	13.6	22.8	37.7	10.7	14
2001-08-19	28.3	14.1	22.3	42.7	14.4	0
2001-08-20	28.3	13.3	21.8	33.2	8.7	0
2001-08-21	30.8	12.4	23.5	32.1	5.8	0
2001-08-22	33.7	14.7	24.9	33.3	7.6	0
2001-08-23	34.6	15.7	24.6	35.5	5.1	0
2001-08-24	36.2	14.7	26.3	25.8	6	0
2001-08-25	36.7	16.3	27.4	24	7.2	0
2001-08-26	32.6	20.1	25.6	30.7	11.6	0
2001-08-27	32.4	21.4	26.2	36.4	10	0
2001-08-28	32.8	16.4	26.3	32.7	9.7	0
2001-08-29	30.5	20.1	25.3	39.5	12.4	0
2001-08-30	28.9	15.6	22.4	46.4	9.3	0
2001-08-31	29.1	15.7	22.5	44.3	7.2	0
2001-09-01	29.8	15.2	23.1	40.5	9.3	0
2001-09-02	28.5	13.7	21.2	39	12.3	0
2001-09-03	29.7	14.2	22	41.5	6.5	0
2001-09-04	32.2	18.1	23.2	55.1	8.1	0
2001-09-05	32.2	14.7	23.7	50.1	8.6	0
2001-09-06	31.3	14.7	23.2	38.4	10.9	0
2001-09-07	29.2	15	21.7	40.6	5.8	0
2001-09-08	28	12.6	19.8	37.6	10.9	0
2001-09-09	29.7	12.4	21.2	40.7	4.2	0
2001-09-10	31.3	12.9	21.1	36.1	6.7	0
2001-09-11	30.1	13.2	21.5	32.9	8.1	0
2001-09-12	29.6	10.5	21.2	29.9	4.6	0
2001-09-13	29.8	12.2	22.3	31.6	7.9	0
2001-09-14	30.4	12	22.2	31.2	9.3	0
2001-09-15	29.3	10.4	21	32.4	9.3	0
2001-09-16	29	11.6	20.2	39.1	7.6	0
2001-09-17	31.2	11.8	21.7	28.9	7.4	0
2001-09-18	28	11.7	18	35.4	12.5	0
2001-09-19	22.8	8.5	15.2	35.8	8.8	0
2001-09-20	24.8	8.6	16.7	45.5	6.7	0
2001-09-21	25.8	12.8	19.8	53.5	6	0
2001-09-22	24.9	16.1	19.8	64.4	9	0.4
2001-09-23	21.7	14	17.3	75.2	10.2	11
2001-09-24	17.6	13.5	15.5	80.8	17.4	0.5
2001-09-25	20.9	14	17.1	56.8	15.3	0.25
2001-09-26	21.4	7.9	15.2	55.9	5.6	0
2001-09-27	22.9	7.2	15	57.7	4.2	0
2001-09-28	24.3	7.9	16.2	59	5.8	0
2001-09-29	19.1	11.8	16.3	80.6	9.3	7
2001-09-30	20.9	10.3	15.2	77.6	4.4	0
2001-10-01	22	9.7	15.8	78.6	5.1	0
2001-10-02	24.9	10.5	17.8	68.6	6.9	0
2001-10-03	26.7	10.9	19.2	63.3	7.6	0
2001-10-04	23.7	14.3	18.6	67.6	12.7	0
2001-10-05	25.2	10	17.8	59.5	7.4	0
2001-10-06	20.2	13	17.1	66.7	10.4	2.5
2001-10-07	17.6	13.9	15.9	88.5	10.9	5
2001-10-08	18.8	10.6	15.1	68.2	18.1	0
2001-10-09	16.6	12.4	14.4	77.9	11.9	0
2001-10-10	19	6.7	12.6	65.3	8.3	0
2001-10-11	21.6	7	14.8	60.4	14.1	0
2001-10-12	25.4	12.9	19.3	66.5	14.8	0
2001-10-13	20.5	12.1	15.9	87.4	10.7	8
2001-10-14	18.7	10.8	14.5	79.4	3.5	1
2001-10-15	19.8	9.9	14.2	80.4	4.8	0
2001-10-16	19.9	9	14.3	77.8	8.6	0
2001-10-17	23.4	9.5	15.9	69.4	5.1	0
2001-10-18	21	11.8	16.6	76.3	12.7	6
2001-10-19	17	11.8	14.8	92	13	7.35
2001-10-20	17.5	11.3	14.2	89.3	16.2	8.7
2001-10-21	17.1	10.75	13.55	89.1	14.5	4.35
2001-10-22	16.7	10.2	12.9	78.8	10.5	0
2001-10-23	19.7	10.8	15.1	73.3	8.1	0
2001-10-24	18.4	9.7	14.3	75.6	11.8	2
2001-10-25	19.1	5.1	11.6	77.8	4.2	0
2001-10-26	18.3	5.5	11.1	84.3	5.8	0
2001-10-27	19.4	8.2	13.1	79.6	5.1	0
2001-10-28	20.2	8.2	13.7	80.9	5.6	0.15
2001-10-29	23.3	12	16.6	73.8	10	0.3
2001-10-30	25.8	11.2	16.9	64.7	5.1	0
2001-10-31	24.4	10.4	14.7	71.9	4.9	0
2001-11-01	23.6	7.5	14.9	68.1	6	0
2001-11-02	20.3	9.4	14	44	11.1	0
2001-11-03	17.9	5.2	10.8	45.3	7.7	0
2001-11-04	16.4	6.1	10.7	73.4	5.1	3
2001-11-05	13.6	7.5	10	92.3	4.4	4
2001-11-06	15.5	5.6	10.2	78.1	11.1	0
2001-11-07	15.1	5.3	10	72.5	8.6	0
2001-11-08	18	1.9	9	69.6	6.7	0
2001-11-09	18.2	1	9.9	60.1	12.5	0
2001-11-10	11.5	1.6	6.2	47.4	23.4	0
2001-11-11	7.6	-1.6	2.8	36.3	23.6	0
2001-11-12	13	-5.7	2.9	44.5	6.3	0
2001-11-13	13.9	-2.3	6.6	59.2	14.6	0
2001-11-14	16.1	3.6	9.7	60.8	10.9	0
2001-11-15	9.6	1.7	6.4	46.2	29.4	0
2001-11-16	8	-1.9	3	64.3	8.6	3
2001-11-17	8	5	5.7	69.4	14.8	1.8
2001-11-18	8.8	2.3	5	86.1	5.1	0.6
2001-11-19	8.4	0.7	4.6	88.7	2.3	3.1
2001-11-20	11.7	-1.2	4.2	76.3	3.9	0
2001-11-21	12	-2	5.1	71.5	7.2	0
2001-11-22	11.7	1	6.6	72.6	4.6	0
2001-11-23	13.8	-0.45	6.85	53.5	9.3	0
2001-11-24	15.9	-1.9	7.1	55.5	11.1	0
2001-11-25	14	-1.1	5.5	68	5.3	0
2001-11-26	13.7	-2.3	4.6	72.6	6.3	0
2001-11-27	8.6	-1.1	4	83	3.7	0
2001-11-28	12.7	2.4	6.7	65.3	7.1	0
2001-11-29	11.4	-4.4	3.3	65.8	2.5	0
2001-11-30	12.7	-2.5	3.8	78.3	4.2	0
2001-12-01	12	-2.5	4	84.8	3.7	0
2001-12-02	4.4	-1.4	2.3	98	2.8	0
2001-12-03	12.5	-0.7	3.9	86.1	4.6	0
2001-12-04	13.2	-2.4	4	83.4	4.6	0
2001-12-05	11	-0.9	2.6	93.5	3.5	0
2001-12-06	13.8	-2.9	3.3	83.3	1.9	0
2001-12-07	16	-3.1	4.2	71.4	3.7	0
2001-12-08	11.8	-1	4.7	80.2	3.9	0
2001-12-09	12	-2	3.7	84.1	4.9	0
2001-12-10	10.3	-0.4	5.8	76.6	5.3	0
2001-12-11	10	-1.4	4.7	75.6	8.3	0
2001-12-12	9	1.3	5.7	72.1	3.9	0
2001-12-13	9.4	-2.6	2.7	76.3	2.4	0
2001-12-14	8.6	-5.3	-0.1	79.3	3.5	0
2001-12-15	11	-7.1	0.3	63.2	6	0
2001-12-16	3.4	-6.1	-1.7	51.8	8.5	0
2001-12-17	5.9	-10.4	-3.3	59	5.1	0
2001-12-18	8.7	-10.5	-1.5	58.7	7.6	0
2001-12-19	9.7	-2.2	3.3	62.8	4.5	0
2001-12-20	8.1	-0.6	4	68.6	4.2	0
2001-12-21	10.5	-0.4	3.6	71.8	4.2	0
2001-12-22	6.9	-4.2	0.8	76	5.9	0
2001-12-23	3.3	-8	-2	86.6	4.6	0
2001-12-24	3.2	-0.5	1	86.4	8.6	5.7
2001-12-25	4.6	-4.4	-0.8	46.8	8.3	0
2001-12-26	5	-5.7	-0.8	74.3	4.6	0
2001-12-27	4.1	-5.6	-1.1	89.6	4.4	0
2001-12-28	7.2	-6.3	-0.7	83.3	5.6	0
2001-12-29	6.3	-5.4	-0.7	85.6	3.7	0
2001-12-30	2.3	-5.1	-1.7	95.1	2.6	0
2001-12-31	6.9	-3.3	1.6	91.8	2.8	4
2002-01-01	11	3.2	6.5	95.8	4.6	9
2002-01-02	10.4	6.5	8.4	89.6	6.9	2
2002-01-03	8.6	6.3	7.4	91.7	10.4	9
2002-01-04	11.1	6.6	8	94.6	6.9	21
2002-01-05	13.1	4.3	8.2	85.4	3.9	0
2002-01-06	11.6	6.9	8.8	79	5.1	0
2002-01-07	9.2	2.6	7	80.8	2.5	0
2002-01-08	8.6	-0.7	2.6	82.7	3	0
2002-01-09	9.3	-0.6	4.3	81.3	4.4	0
2002-01-10	10	0.8	5	82	5.6	0
2002-01-11	9.6	0	5	83.2	3	0
2002-01-12	9.5	-2.5	2.3	87.7	3.7	0
2002-01-13	10.3	-2.8	3.2	86.9	3.7	0
2002-01-14	8.2	4.4	6	96.2	2.5	4.5
2002-01-15	11.4	2.9	5.8	91	3	0
2002-01-16	7.4	0.3	3.5	92	2.8	0.4
2002-01-17	11.3	-2.7	3.5	79.8	7.4	0
2002-01-18	10.6	-3.1	3.4	83.9	5.3	2
2002-01-19	11.9	1.4	6.1	80	3.5	0
2002-01-20	9.3	0.9	5.65	87.2	2.8	0
2002-01-21	11.3	0.4	5.2	83.2	5.1	0
2002-01-22	11.2	-1.7	4.3	83	10.8	3
2002-01-23	8.3	2.6	6.1	84.8	10.1	0
2002-01-24	11.1	5	8.2	88.9	14.6	5.3
2002-01-25	11.4	2.3	7.3	75.1	16.4	0
2002-01-26	8.9	-1.6	3.1	94.7	4.6	0
2002-01-27	8.2	3.5	6	93.6	5.1	0
2002-01-28	10.9	1.8	6.3	86.5	4.9	0
2002-01-29	15.9	-1.4	6	83.8	3.7	0
2002-01-30	18.7	-0.6	7.4	76.6	5.3	0
2002-01-31	14.9	0.7	8	71.1	6.7	0
2002-02-01	13.5	1.5	8.7	72.2	11.4	0
2002-02-02	13.1	-1.6	4.3	77.7	4.5	0
2002-02-03	15.8	-2.2	4.7	70.9	5.6	0
2002-02-04	11.8	1	6.2	77.4	6.7	0.9
2002-02-05	11.8	5.8	8.4	85.5	6.3	0
2002-02-06	14.4	6.9	9.5	82.6	18.3	5
2002-02-07	9.6	4.9	7.4	57	18.5	0
2002-02-08	14.1	3.8	8.9	69.2	9.7	0
2002-02-09	15.3	3.2	8.8	78.1	5.3	0
2002-02-10	12.9	0.9	5.8	91.3	2.8	0
2002-02-11	13.4	2.4	6.8	90.8	6	0
2002-02-12	13.6	3.3	7.2	90.8	3.9	0
2002-02-13	16.2	1.3	8	81.4	3.5	0
2002-02-14	16.9	0.8	8.8	76.4	4.9	0
2002-02-15	11.2	3.4	7	57.2	18.1	0
2002-02-16	12.5	1.7	6.5	57.4	13.9	0
2002-02-17	10.9	-2.5	4.2	62.6	9.5	0
2002-02-18	10.3	-0.2	4.2	70.4	6.9	0
2002-02-19	11.8	-2.7	4.9	64.5	8.8	0
2002-02-20	13.7	-0.2	6.2	53.8	7.9	0
2002-02-21	13.2	-3.4	5.3	58.2	10.2	0
2002-02-22	14.4	2.5	8.9	55.3	11.6	0
2002-02-23	17.9	1.2	9.1	52	7.2	0
2002-02-24	19.4	-0.2	8.9	62.2	5.3	0
2002-02-25	16.2	0	8.3	68	5.3	0
2002-02-26	17.1	0.1	8.5	66	6.9	0
2002-02-27	14.5	-0.1	7.2	74.8	8.8	0
2002-02-28	13.3	-0.9	6.8	85.7	8.5	0
2002-03-01	13.9	9.1	11	61.4	14.8	0
2002-03-02	11.5	3.9	8.1	76.8	12.5	3.4
2002-03-03	11.2	1.3	5.8	67.6	5.8	0
2002-03-04	6	0.1	3.4	81.7	6.9	5
2002-03-05	9.1	3.7	6.1	84.6	3.9	4
2002-03-06	10.4	0.6	6	71.2	19.1	0
2002-03-07	13.9	4.9	8.6	54.6	22	0
2002-03-08	11.8	3.8	8.5	69.4	7.6	0
2002-03-09	16.7	1.2	9.4	65.6	4.6	0
2002-03-10	16.3	1.3	9.2	71.7	3	0
2002-03-11	17.4	1.9	10.4	64.6	7.4	0
2002-03-12	16.2	5.4	11.2	66.2	7.6	0
2002-03-13	17.2	9.6	13.2	55.4	10.7	0
2002-03-14	12.3	7	9.4	73.8	16.7	7
2002-03-15	11.2	6.2	7.7	84.8	19.5	10
2002-03-16	12.8	6.6	8.4	85.9	11.1	19
2002-03-17	10.2	4	7.9	90.4	5.6	5
2002-03-18	9	0.5	6.3	87.4	11.4	5
2002-03-19	15.1	7.2	11	80.4	15.5	0
2002-03-20	16.8	7.8	11.5	83.7	5.8	0
2002-03-21	21.3	6.2	12.7	78.9	3.7	0
2002-03-22	24.1	5.4	14.8	66.2	5.3	0
2002-03-23	25	5.1	15.1	55	3.9	0
2002-03-24	25.7	4.2	15	49.6	6.3	0
2002-03-25	26.1	6.1	16.2	46.3	4.4	0
2002-03-26	22.3	4.7	14.1	39.3	7.2	0
2002-03-27	18.7	4.8	11.5	39.4	5.8	0
2002-03-28	19.2	2.5	11.6	46.1	5.8	0
2002-03-29	15.1	4.7	9.8	57.2	12.7	0
2002-03-30	15.5	6.5	10.5	64.3	6	0
2002-03-31	17.3	3.2	10.2	68.2	4.4	0
2002-04-01	19.7	2.7	11.5	55.6	5.6	0
2002-04-02	19.2	3.6	11.8	54.7	6.5	0
2002-04-03	18	7.7	12.4	55.1	6	1
2002-04-04	11.7	5.6	8.4	57.9	23.4	0
2002-04-05	13.6	1.3	7.5	53.8	4.4	0
2002-04-06	14.9	-1.2	7.6	75.6	11.4	10
2002-04-07	11.2	5.8	8.5	83.2	12.3	4
2002-04-08	13.7	3.8	7.9	78.3	12.3	4.4
2002-04-09	16.3	2.7	9.4	74.9	5.3	0
2002-04-10	18.6	2.8	11	66.8	6.9	0
2002-04-11	15.1	3.3	7.3	80.3	8.6	4
2002-04-12	10.7	3.6	6.8	78.5	11.8	8
2002-04-13	14.2	4.8	9.3	78	13.4	5
2002-04-14	13.8	4.2	8.5	62.9	9	2.5
2002-04-15	14.6	1.6	8.2	58	6.5	0
2002-04-16	14.5	5.9	9.1	54.9	6	0
2002-04-17	15.6	0.8	9.7	57.1	5.1	0
2002-04-18	18	1.8	11.2	57.8	6.3	0
2002-04-19	19.7	7.9	13.4	57.8	6.5	0
2002-04-20	21.5	6.85	14.5	41	4.6	0
2002-04-21	23.4	5.8	15.6	52.3	4.9	0
2002-04-22	26	5.8	17.3	39.3	5.3	0
2002-04-23	23.4	5.3	15.4	46.3	4.6	0
2002-04-24	26.2	6.4	16.7	39.6	7.2	0
2002-04-25	27	7.3	18.3	40.8	6.5	0
2002-04-26	29	7.7	19	40.2	4.6	0
2002-04-27	27.5	8.2	18.7	43.5	6.5	0
2002-04-28	27.4	9.5	18.6	45.3	6	0
2002-04-29	25	8.1	17.6	48.9	12.3	0
2002-04-30	25	6.3	17.4	44.6	5.6	0
2002-05-01	25.6	7.8	17.8	46	16	0
2002-05-02	18.8	12	16.1	40.2	24.6	0
2002-05-03	16.3	7.3	10.7	53	14.1	0.4
2002-05-04	15.5	5.4	9.9	47.2	24.8	0
2002-05-05	18.4	2	11.2	41.3	5.8	0
2002-05-06	15.3	6.1	9.3	74.9	9.3	8
